dn,set,presence,sacl,_ManagedObject__xtra_props,_handle,thermal,oper_state,operability,form_factor,_ManagedObject__status,array,speed,id,_class_id,child_action,latency,capacity,oper_qualifier_reason,clock,collected_date,location_dn,location,oper_qualifier,rn,type,revision,status,vendor,power,visibility,admin_state,serial,_ManagedObject__parent_mo,bank,perf,_dirty_mask,_ManagedObject__parent_dn,_ManagedObject__xtra_props_dirty_mask,_child,model,width,voltage
sys/chassis-1/blade-2/board/memarray-1/mem-20,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,20,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G1,,mem-20,Other,0,,0xAD00,not-supported,yes,policy,0x06044B201,,20,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-10,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,10,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,D0,,mem-10,Other,0,,0xAD00,not-supported,yes,policy,0x06044B101,,10,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-18,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,18,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F2,,mem-18,Other,0,,0xAD00,not-supported,yes,policy,0x06044B181,,18,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-8,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,8,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C1,,mem-8,Other,0,,0xAD00,not-supported,yes,policy,0x06044B81,,8,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-17,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,17,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F1,,mem-17,Other,0,,0xAD00,not-supported,yes,policy,0x06044B171,,17,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-7,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,7,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C0,,mem-7,Other,0,,0xAD00,not-supported,yes,policy,0x06044B71,,7,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-19,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,19,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G0,,mem-19,Other,0,,0xAD00,not-supported,yes,policy,0x06044B191,,19,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-16,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,16,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F0,,mem-16,Other,0,,0xAD00,not-supported,yes,policy,0x06044B161,,16,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-6,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,6,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B2,,mem-6,Other,0,,0xAD00,not-supported,yes,policy,0x06044B61,,6,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-15,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,15,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,E2,,mem-15,Other,0,,0xAD00,not-supported,yes,policy,0x06044B151,,15,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-5,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,5,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B1,,mem-5,Other,0,,0xAD00,not-supported,yes,policy,0x06044B51,,5,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-24,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,24,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H2,,mem-24,Other,0,,0xAD00,not-supported,yes,policy,0x06044B241,,24,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-14,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,14,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,E1,,mem-14,Other,0,,0xAD00,not-supported,yes,policy,0x06044B141,,14,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-4,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,4,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B0,,mem-4,Other,0,,0xAD00,not-supported,yes,policy,0x06044B41,,4,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-23,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,23,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H1,,mem-23,Other,0,,0xAD00,not-supported,yes,policy,0x06044B231,,23,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-13,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,13,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,E0,,mem-13,Other,0,,0xAD00,not-supported,yes,policy,0x06044B131,,13,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-3,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,3,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,A2,,mem-3,Other,0,,0xAD00,not-supported,yes,policy,0x06044B31,,3,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-22,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,22,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H0,,mem-22,Other,0,,0xAD00,not-supported,yes,policy,0x06044B221,,22,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-12,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,12,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,D2,,mem-12,Other,0,,0xAD00,not-supported,yes,policy,0x06044B121,,12,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-2,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,2,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,A1,,mem-2,Other,0,,0xAD00,not-supported,yes,policy,0x06044B21,,2,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-21,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,21,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G2,,mem-21,Other,0,,0xAD00,not-supported,yes,policy,0x06044B211,,21,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-11,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,11,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,D1,,mem-11,Other,0,,0xAD00,not-supported,yes,policy,0x06044B111,,11,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-1,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,1,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,A0,,mem-1,Other,0,,0xAD00,not-supported,yes,policy,0x06044B11,,1,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-2/board/memarray-1/mem-9,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,9,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C2,,mem-9,Other,0,,0xAD00,not-supported,yes,policy,0x06044B91,,9,unknown,0,sys/chassis-1/blade-2/board/memarray-1,1,[],HMT42GR7MFR4A-PB,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-1,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,1,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B0,,mem-1,Other,0,,0xCE00,not-supported,yes,policy,0x06044B11,,1,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-7,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,7,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F0,,mem-7,Other,0,,0xCE00,not-supported,yes,policy,0x06044B71,,7,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-6,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,6,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,D1,,mem-6,Other,0,,0xCE00,not-supported,yes,policy,0x06044B61,,6,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-4,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,4,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C1,,mem-4,Other,0,,0xCE00,not-supported,yes,policy,0x06044B41,,4,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-11,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,11,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H0,,mem-11,Other,0,,0xCE00,not-supported,yes,policy,0x06044B111,,11,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-8,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,8,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F1,,mem-8,Other,0,,0xCE00,not-supported,yes,policy,0x06044B81,,8,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-5,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,5,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,D0,,mem-5,Other,0,,0xCE00,not-supported,yes,policy,0x06044B51,,5,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-12,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,12,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H1,,mem-12,Other,0,,0xCE00,not-supported,yes,policy,0x06044B121,,12,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-10,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,10,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G1,,mem-10,Other,0,,0xCE00,not-supported,yes,policy,0x06044B101,,10,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-2,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,2,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B1,,mem-2,Other,0,,0xCE00,not-supported,yes,policy,0x06044B21,,2,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-9,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,9,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G0,,mem-9,Other,0,,0xCE00,not-supported,yes,policy,0x06044B91,,9,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-1/board/memarray-1/mem-3,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,3,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C0,,mem-3,Other,0,,0xCE00,not-supported,yes,policy,0x06044B31,,3,unknown,0,sys/chassis-1/blade-1/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-7,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,7,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F0,,mem-7,Other,0,,0xCE00,not-supported,yes,policy,0x06044B71,,7,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-6,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,6,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,D1,,mem-6,Other,0,,0xCE00,not-supported,yes,policy,0x06044B61,,6,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-5,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,5,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,D0,,mem-5,Other,0,,0xCE00,not-supported,yes,policy,0x06044B51,,5,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-4,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,4,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C1,,mem-4,Other,0,,0xCE00,not-supported,yes,policy,0x06044B41,,4,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-3,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,3,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C0,,mem-3,Other,0,,0xCE00,not-supported,yes,policy,0x06044B31,,3,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-12,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,12,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H1,,mem-12,Other,0,,0xCE00,not-supported,yes,policy,0x06044B121,,12,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-2,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,2,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B1,,mem-2,Other,0,,0xCE00,not-supported,yes,policy,0x06044B21,,2,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-11,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,11,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H0,,mem-11,Other,0,,0xCE00,not-supported,yes,policy,0x06044B111,,11,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-1,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,1,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B0,,mem-1,Other,0,,0xCE00,not-supported,yes,policy,0x06044B11,,1,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-10,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,10,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G1,,mem-10,Other,0,,0xCE00,not-supported,yes,policy,0x06044B101,,10,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-9,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,9,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G0,,mem-9,Other,0,,0xCE00,not-supported,yes,policy,0x06044B91,,9,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-4/board/memarray-1/mem-8,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,8,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F1,,mem-8,Other,0,,0xCE00,not-supported,yes,policy,0x06044B81,,8,unknown,0,sys/chassis-1/blade-4/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-6,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,6,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,D1,,mem-6,Other,0,,0xCE00,not-supported,yes,policy,0x06044B61,,6,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-10,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,10,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G1,,mem-10,Other,0,,0xCE00,not-supported,yes,policy,0x06044B101,,10,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-7,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,7,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F0,,mem-7,Other,0,,0xCE00,not-supported,yes,policy,0x06044B71,,7,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-12,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,12,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H1,,mem-12,Other,0,,0xCE00,not-supported,yes,policy,0x06044B121,,12,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-1,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,1,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B0,,mem-1,Other,0,,0xCE00,not-supported,yes,policy,0x06044B11,,1,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-4,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,4,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C1,,mem-4,Other,0,,0xCE00,not-supported,yes,policy,0x06044B41,,4,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-3,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,3,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,C0,,mem-3,Other,0,,0xCE00,not-supported,yes,policy,0x06044B31,,3,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-11,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,11,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,H0,,mem-11,Other,0,,0xCE00,not-supported,yes,policy,0x06044B111,,11,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-9,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,9,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,G0,,mem-9,Other,0,,0xCE00,not-supported,yes,policy,0x06044B91,,9,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-2,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,2,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,B1,,mem-2,Other,0,,0xCE00,not-supported,yes,policy,0x06044B21,,2,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
sys/chassis-1/blade-7/board/memarray-1/mem-8,1,equipped,,{},<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,ok,operable,unknown,FB-DIMM,,1,unspecified,8,MemoryUnit,,1.200000,16384,N/A,1600,2016-12-28 06:58:45,,F1,,mem-8,Other,0,,0xCE00,not-supported,yes,policy,0x06044B81,,8,unknown,0,sys/chassis-1/blade-7/board/memarray-1,1,[],M393B2G70BH0-YK0,64,not-supported
